#Assay	Cell	Target	Treatment	Identifier	N_uniq map reads	MACS FDR 0.01	Self Cons IDR 0.02	Rep Cons IDR 0.01	SPOT	PBC	NSC	RSC	Under seq	Diff rep	Manual low S/N	Auto low S/N	Revoke flag
TF-ChIP-seq	K562	RPC155	None	wgEncodeSydhTfbsK562Rpc155StdAlnRep1	5914424	228458	2555	906	0.2011	0.87	2.24	2.28	1	0	0	0	
TF-ChIP-seq	K562	RPC155	None	wgEncodeSydhTfbsK562Rpc155StdAlnRep2	6517741	333	1776	906	0.0636	0.94	1.54	1.28	1	0	0	0	
TF-ChIP-seq	K562	SIN3A	None	wgEncodeHaibTfbsK562Sin3ak20V0416101AlnRep1	24496963	417	3255	3624	0.0175	0.7	1.14	3.23	0	1	0	0	
TF-ChIP-seq	K562	SIN3A	None	wgEncodeHaibTfbsK562Sin3ak20V0416101AlnRep2	29591229	6874	11985	3624	0.0850	0.74	1.16	1.78	0	0	0	0	
TF-ChIP-seq	K562	SIRT6	None	wgEncodeSydhTfbsK562Sirt6StdAlnRep1	9973239	3	2192	1504	0.0126	0.93	1.06	0.64	0	0	1	1	
TF-ChIP-seq	K562	SIRT6	None	wgEncodeSydhTfbsK562Sirt6StdAlnRep2	9712390	0	1286	1504	0.0062	0.93	1.05	0.66	0	0	1	1	
TF-ChIP-seq	K562	SIX5	None	wgEncodeHaibTfbsK562Six5Pcr1xAlnRep1	4169002	143217	1930	2647	0.0310	0.99	1.07	0.27	1	1	0	1	
TF-ChIP-seq	K562	SIX5	None	wgEncodeHaibTfbsK562Six5Pcr1xAlnRep2	16960106	3058	4195	2647	0.0370	0.98	1.14	1.01	0	0	0	0	
TF-ChIP-seq	K562	SMC3	None	wgEncodeSydhTfbsK562Smc3ab9263IggrabAlnRep1	9590982	58012	23842	24892	0.1034	0.97	1.40	1.84	0	0	0	0	
TF-ChIP-seq	K562	SMC3	None	wgEncodeSydhTfbsK562Smc3ab9263IggrabAlnRep2	11359465	40370	22802	24892	0.0827	0.98	1.24	1.58	0	0	0	0	
TF-ChIP-seq	K562	SP1	None	wgEncodeHaibTfbsK562Sp1Pcr1xAlnRep1	14053475	499	2699	2176	0.0152	0.9	1.08	1.42	0	0	0	0	
TF-ChIP-seq	K562	SP1	None	wgEncodeHaibTfbsK562Sp1Pcr1xAlnRep2	19961706	2247	5389	2176	0.0345	0.93	1.11	1.48	0	0	0	0	
TF-ChIP-seq	K562	SP2	None	wgEncodeHaibTfbsK562Sp2sc643V0416102AlnRep1	7406743	152462	9808	3094	0.1016	0.36	2.86	1.48	0	0	0	0	
TF-ChIP-seq	K562	SP2	None	wgEncodeHaibTfbsK562Sp2sc643V0416102AlnRep2	21471079	20	4480	3094	0.0331	0.76	1.23	1.88	0	0	0	0	
TF-ChIP-seq	K562	SRF	None	wgEncodeHaibTfbsK562SrfV0416101AlnRep1	14182874	21793	13588	1930	0.0585	0.46	1.55	2.8	0	0	0	0	
TF-ChIP-seq	K562	SRF	None	wgEncodeHaibTfbsK562SrfV0416101AlnRep2	18395426	845	4138	1930	0.0175	0.91	1.12	1.59	0	1	0	0	
TF-ChIP-seq	K562	TAF1	None	wgEncodeHaibTfbsK562Taf1Pcr1xAlnRep1	34642635	9544	11791	10059	0.0472	0.84	1.05	0.8	0	0	0	1	
TF-ChIP-seq	K562	TAF1	None	wgEncodeHaibTfbsK562Taf1Pcr1xAlnRep2	31289717	4962	11457	10059	0.0527	0.9	1.07	0.92	0	0	0	0	
TF-ChIP-seq	K562	TAF1	None	wgEncodeHaibTfbsK562Taf1V0416101AlnRep1	8528107	22241	21523	13586	0.3051	0.55	2.24	1.73	0	0	0	0	D
TF-ChIP-seq	K562	TAF1	None	wgEncodeHaibTfbsK562Taf1V0416101AlnRep2	10328153	19606	20550	13586	0.2266	0.5	2.00	1.72	0	0	0	0	D
TF-ChIP-seq	K562	TAF7	None	wgEncodeHaibTfbsK562Taf7sq8V0416101AlnRep1	16090432	303	3229	2013	0.0244	0.9	1.11	1.3	0	0	0	0	
TF-ChIP-seq	K562	TAF7	None	wgEncodeHaibTfbsK562Taf7sq8V0416101AlnRep2	18439203	1436	4245	2013	0.0410	0.8	1.14	1.59	0	0	0	0	
TF-ChIP-seq	K562	TAL1	None	wgEncodeSydhTfbsK562Tal1sc12984IggmusAlnRep1	22700599	18177	24493	22041	0.1751	0.94	1.91	1.72	0	0	0	0	
TF-ChIP-seq	K562	TAL1	None	wgEncodeSydhTfbsK562Tal1sc12984IggmusAlnRep2	15381835	23791	25385	22041	0.2291	0.95	2.65	1.64	0	0	0	0	
TF-ChIP-seq	K562	TBP	None	wgEncodeSydhTfbsK562TbpIggmusAlnRep1	15874844	9655	19019	17081	0.2299	0.94	1.53	1.41	0	0	0	0	
TF-ChIP-seq	K562	TBP	None	wgEncodeSydhTfbsK562TbpIggmusAlnRep2	17964040	6019	16211	17081	0.1836	0.94	1.39	1.34	0	0	0	0	
TF-ChIP-seq	K562	TFIIIC110	None	wgEncodeSydhTfbsK562Tf3c110StdAlnRep1	2407942	207296	2227	2643	0.0274	0.87	1.41	0.81	1	0	1	0	
TF-ChIP-seq	K562	TFIIIC110	None	wgEncodeSydhTfbsK562Tf3c110StdAlnRep2	1861309	158092	3544	3166	0.0652	0.71	2.04	1.04	1	0	0	0	
TF-ChIP-seq	K562	TFIIIC110	None	wgEncodeSydhTfbsK562Tf3c110StdAlnRep3	2774927	90568	3939	3166	0.0724	0.89	1.85	0.85	1	0	1	0	
TF-ChIP-seq	K562	THAP1	None	wgEncodeHaibTfbsK562Thap1sc98174V0416101AlnRep1	12663202	2616	4849	3110	0.0597	0.88	1.24	1.77	0	0	0	0	
TF-ChIP-seq	K562	THAP1	None	wgEncodeHaibTfbsK562Thap1sc98174V0416101AlnRep2	16087931	3049	5129	3110	0.0863	0.68	1.36	1.69	0	0	0	0	
TF-ChIP-seq	K562	USF1	None	wgEncodeHaibTfbsK562Usf1V0416101AlnRep1	17470302	24390	33251	12455	0.1813	0.61	2.31	2.47	0	0	0	0	
TF-ChIP-seq	K562	USF1	None	wgEncodeHaibTfbsK562Usf1V0416101AlnRep2	9269359	32163	27928	12455	0.1800	0.43	3.29	2.93	1	1	0	0	
TF-ChIP-seq	K562	USF2	None	wgEncodeSydhTfbsK562Usf2StdAlnRep1	14507260	55	1772	1767	0.0087	0.99	1.04	0.98	0	0	0	0	
TF-ChIP-seq	K562	USF2	None	wgEncodeSydhTfbsK562Usf2StdAlnRep2	14406632	210	2444	1767	0.0131	0.99	1.07	1.2	0	0	0	0	
TF-ChIP-seq	K562	XRCC4	None	wgEncodeSydhTfbsK562Xrcc4StdAlnRep1	6301881	8	628	371	0.0089	0.99	1.02	0.21	1	0	1	1	
TF-ChIP-seq	K562	XRCC4	None	wgEncodeSydhTfbsK562Xrcc4StdAlnRep2	5825627	12	536	371	0.0089	0.99	1.02	0.23	1	0	1	1	
TF-ChIP-seq	K562	YY1	None	wgEncodeHaibTfbsK562Yy1V0416101AlnRep1	11551526	27419	27333	3472	0.3429	0.65	2.84	1.67	0	0	0	0	
TF-ChIP-seq	K562	YY1	None	wgEncodeHaibTfbsK562Yy1V0416101AlnRep2	7172852	1429	12209	3472	0.0912	0.65	1.71	1.88	1	1	0	0	
TF-ChIP-seq	K562	YY1	None	wgEncodeHaibTfbsK562Yy1V0416102AlnRep1	10937283	81006	9957	7537	0.0548	0.59	1.52	1.57	0	1	0	0	
TF-ChIP-seq	K562	YY1	None	wgEncodeHaibTfbsK562Yy1V0416102AlnRep2	22430351	16109	41848	7537	0.3511	0.88	1.96	1.52	0	0	0	0	
TF-ChIP-seq	K562	ZBTB33	None	wgEncodeHaibTfbsK562Zbtb33Pcr1xAlnRep1	26672855	621	2726	2346	0.0210	0.79	1.09	1.35	0	0	0	0	
TF-ChIP-seq	K562	ZBTB33	None	wgEncodeHaibTfbsK562Zbtb33Pcr1xAlnRep2	15984916	2030	5521	2346	0.0458	0.95	1.14	0.91	0	0	0	0	
TF-ChIP-seq	K562	ZBTB7A	None	wgEncodeHaibTfbsK562Zbtb7asc34508V0416101AlnRep1	15052534	7597	12307	11460	0.0736	0.78	1.17	2.08	0	1	0	0	
TF-ChIP-seq	K562	ZBTB7A	None	wgEncodeHaibTfbsK562Zbtb7asc34508V0416101AlnRep2	22003424	21686	30518	11460	0.2676	0.78	1.53	1.37	0	0	0	0	
TF-ChIP-seq	K562b	SETDB1	MNaseD	wgEncodeSydhTfbsK562bSetdb1MnasedUcdAlnRep1	11649557	15789	7052	2582	0.0399	0.98	1.03	0.69	0	0	0	1	
TF-ChIP-seq	K562b	SETDB1	MNaseD	wgEncodeSydhTfbsK562bSetdb1MnasedUcdAlnRep2	14145523	2612	3093	2582	0.0162	0.83	1.09	1.96	0	0	0	0	
TF-ChIP-seq	K562b	E2F4	None	wgEncodeSydhTfbsK562bE2f4UcdAlnRep1	4317860	228073	10841	12373	0.1074	0.93	1.61	1.29	1	0	0	0	
TF-ChIP-seq	K562b	E2F4	None	wgEncodeSydhTfbsK562bE2f4UcdAlnRep2	8139093	209936	12055	12373	0.0984	0.91	1.34	1.26	0	0	0	0	
TF-ChIP-seq	K562b	E2F6	None	wgEncodeSydhTfbsK562bE2f6UcdAlnRep1	5034816	146536	15928	19686	0.2822	0.96	2.95	1.65	1	0	0	0	
TF-ChIP-seq	K562b	E2F6	None	wgEncodeSydhTfbsK562bE2f6UcdAlnRep2	6923754	77134	21752	19686	0.2760	0.95	2.03	1.5	1	0	0	0	
TF-ChIP-seq	K562b	GATA1	None	wgEncodeSydhTfbsK562bGata1UcdAlnRep1	5318276	160029	2296	3329	0.0211	0.96	1.07	0.5	1	1	1	1	
TF-ChIP-seq	K562b	GATA1	None	wgEncodeSydhTfbsK562bGata1UcdAlnRep2	9784015	175670	5927	3329	0.0236	0.98	1.09	0.84	0	0	1	1	
TF-ChIP-seq	K562b	GATA2	None	wgEncodeSydhTfbsK562bGata2UcdAlnRep1	9732876	173397	16901	4173	0.0905	0.98	1.39	1.4	0	0	0	0	
TF-ChIP-seq	K562b	GATA2	None	wgEncodeSydhTfbsK562bGata2UcdAlnRep2	9456113	204216	3394	4173	0.0133	0.99	1.08	0.76	0	1	1	1	
TF-ChIP-seq	K562b	KAP1	None	wgEncodeSydhTfbsK562bKap1UcdAlnRep1	15120398	12922	5055	3843	0.0310	0.83	1.03	0.61	0	0	1	1	
TF-ChIP-seq	K562b	KAP1	None	wgEncodeSydhTfbsK562bKap1UcdAlnRep2	30448794	3518	7061	3843	0.0235	0.8	1.02	0.78	0	0	1	1	
TF-ChIP-seq	K562b	SETDB1	None	wgEncodeSydhTfbsK562bSetdb1UcdAlnRep1	11620883	73300	6248	5041	0.0339	0.92	1.06	0.56	0	0	0	1	
TF-ChIP-seq	K562b	SETDB1	None	wgEncodeSydhTfbsK562bSetdb1UcdAlnRep2	7303167	184783	4261	5041	0.0243	0.99	1.07	0.54	1	0	1	1	
TF-ChIP-seq	K562b	TR4	None	wgEncodeSydhTfbsK562bTr4UcdAlnRep1	7556124	286	911	727	0.0073	0.99	1.02	0.28	1	0	1	1	
TF-ChIP-seq	K562b	TR4	None	wgEncodeSydhTfbsK562bTr4UcdAlnRep2	8655706	427	1508	727	0.0098	0.99	1.03	0.34	0	0	1	1	
TF-ChIP-seq	K562b	YY1	None	wgEncodeSydhTfbsK562bYy1UcdAlnRep1	7801324	294366	4136	4926	0.0331	0.97	1.30	0.95	1	0	1	0	
TF-ChIP-seq	K562b	YY1	None	wgEncodeSydhTfbsK562bYy1UcdAlnRep2	7593802	157418	7424	4926	0.0822	0.98	1.76	1.45	1	0	0	0	
TF-ChIP-seq	K562b	ZNF263	None	wgEncodeSydhTfbsK562bZnf263UcdAlnRep1	5374394	225210	4127	5703	0.0579	0.97	1.26	1.11	1	0	0	0	
TF-ChIP-seq	K562b	ZNF263	None	wgEncodeSydhTfbsK562bZnf263UcdAlnRep2	5594713	222139	3899	5703	0.0591	0.97	1.25	1.08	1	0	0	0	
TF-ChIP-seq	K562b	ZNF274	None	wgEncodeSydhTfbsK562bZnf274UcdAlnRep1	8365172	218	796	381	0.0067	0.99	1.03	0.46	0	0	1	1	
TF-ChIP-seq	K562b	ZNF274	None	wgEncodeSydhTfbsK562bZnf274UcdAlnRep2	12268168	421	826	381	0.0108	0.98	1.02	0.37	0	0	1	1	
TF-ChIP-seq	MCF-7	CMYC	estrogen	wgEncodeOpenChromChipMcf7CmycEstroAlnRep1	44596891	9	12401	3703	0.0536	0.86	1.19	1.81	0	0	0	0	
TF-ChIP-seq	MCF-7	CMYC	estrogen	wgEncodeOpenChromChipMcf7CmycEstroAlnRep2	46629312	6	3034	3703	0.0084	0.92	1.09	1.51	0	1	0	0	
TF-ChIP-seq	MCF-7	CTCF	estrogen	wgEncodeOpenChromChipMcf7CtcfEstroAlnRep1	48456855	45805	53081	55324	0.2142	0.88	1.85	2.27	0	0	0	0	
TF-ChIP-seq	MCF-7	CTCF	estrogen	wgEncodeOpenChromChipMcf7CtcfEstroAlnRep2	48591460	46833	54853	55324	0.2183	0.91	1.85	2.41	0	0	0	0	
TF-ChIP-seq	MCF-7	CTCF	None	wgEncodeOpenChromChipMcf7CtcfAlnRep1	17355010	23425	59953	57051	0.4349	0.86	4.62	2.22	0	0	0	0	
TF-ChIP-seq	MCF-7	CTCF	None	wgEncodeOpenChromChipMcf7CtcfAlnRep2	19941181	29127	61837	57051	0.4254	0.84	4.61	2.15	0	0	0	0	
TF-ChIP-seq	MCF-7	HAE2F1	None	wgEncodeSydhTfbsMcf7Hae2f1UcdAlnRep1	17493520	16879	20702	12573	0.2599	0.93	1.74	3.75	0	0	0	0	
TF-ChIP-seq	MCF-7	HAE2F1	None	wgEncodeSydhTfbsMcf7Hae2f1UcdAlnRep2	14366636	9331	13314	12573	0.1187	0.9	1.37	4.12	0	0	0	0	
TF-ChIP-seq	MCF-7	POL2	None	wgEncodeOpenChromChipMcf7Pol2AlnRep1	24956150	3802	15559	16400	0.0987	0.95	1.14	1.07	0	0	0	0	
TF-ChIP-seq	MCF-7	POL2	None	wgEncodeOpenChromChipMcf7Pol2AlnRep2	24209634	10401	21860	16400	0.2224	0.92	1.44	1.13	0	0	0	0	
TF-ChIP-seq	MCF-7	CMYC	vehicle	wgEncodeOpenChromChipMcf7CmycVehAlnRep1	25793287	30330	29831	22308	0.1979	0.75	1.71	2	0	0	0	0	
TF-ChIP-seq	MCF-7	CMYC	vehicle	wgEncodeOpenChromChipMcf7CmycVehAlnRep2	39601552	26222	28730	22308	0.1407	0.57	1.47	2.47	0	0	0	0	
TF-ChIP-seq	MCF-7	CTCF	vehicle	wgEncodeOpenChromChipMcf7CtcfVehAlnRep1	41209324	49714	60839	59849	0.3835	0.87	3.23	2.71	0	0	0	0	
TF-ChIP-seq	MCF-7	CTCF	vehicle	wgEncodeOpenChromChipMcf7CtcfVehAlnRep2	39143219	52408	59820	59849	0.3778	0.86	3.18	2.77	0	0	0	0	
TF-ChIP-seq	MCF10A-Er-Src	POL2	EtOH_0.01pct	wgEncodeSydhTfbsMcf10aesPol2Etoh01StdAlnRep1	22491694	20042	40409	24334	0.3283	0.74	1.48	1.66	0	0	0	0	
TF-ChIP-seq	MCF10A-Er-Src	POL2	EtOH_0.01pct	wgEncodeSydhTfbsMcf10aesPol2Etoh01StdAlnRep2	22603603	19957	43957	24334	0.3896	0.65	1.67	1.61	0	0	0	0	
TF-ChIP-seq	MCF10A-Er-Src	STAT3	EtOH_0.01pct	wgEncodeSydhTfbsMcf10aesStat3Etoh01StdAlnRep1	12487859	6834	14669	7377	0.0476	0.54	1.33	2.3	0	1	0	0	
TF-ChIP-seq	MCF10A-Er-Src	STAT3	EtOH_0.01pct	wgEncodeSydhTfbsMcf10aesStat3Etoh01StdAlnRep2	22648549	12359	39046	7377	0.0879	0.48	1.28	3.44	0	0	0	0	
TF-ChIP-seq	MCF10A-Er-Src	STAT3	EtOH_0.01pct_12hr	wgEncodeSydhTfbsMcf10aesStat3Etoh01cStdAlnRep1	16825470	66705	36428	37195	0.2203	0.82	1.90	2.17	0	0	0	0	
TF-ChIP-seq	MCF10A-Er-Src	STAT3	EtOH_0.01pct_12hr	wgEncodeSydhTfbsMcf10aesStat3Etoh01cStdAlnRep2	12754061	101700	33287	37195	0.2658	0.82	2.30	2.19	0	0	0	0	
TF-ChIP-seq	MCF10A-Er-Src	STAT3	EtOH_0.01pct_4hr	wgEncodeSydhTfbsMcf10aesStat3Etoh01bStdAlnRep1	21928262	85587	57428	43211	0.2919	0.83	1.88	1.83	0	0	0	0	
TF-ChIP-seq	MCF10A-Er-Src	STAT3	EtOH_0.01pct_4hr	wgEncodeSydhTfbsMcf10aesStat3Etoh01bStdAlnRep2	9821623	133064	37223	43211	0.2671	0.86	2.49	2.18	0	0	0	0	
TF-ChIP-seq	MCF10A-Er-Src	POL2	TAM_1uM_36hr	wgEncodeSydhTfbsMcf10aesPol2TamStdAlnRep1	22718331	17001	41063	20985	0.2754	0.54	1.53	1.7	0	0	0	0	
TF-ChIP-seq	MCF10A-Er-Src	POL2	TAM_1uM_36hr	wgEncodeSydhTfbsMcf10aesPol2TamStdAlnRep2	22744218	15824	37102	20985	0.2906	0.59	1.60	1.61	0	0	0	0	
TF-ChIP-seq	MCF10A-Er-Src	STAT3	TAM_1uM_36hr	wgEncodeSydhTfbsMcf10aesStat3TamStdAlnRep1	15153537	53114	86947	41762	0.4674	0.64	4.48	1.89	0	0	0	0	
TF-ChIP-seq	MCF10A-Er-Src	STAT3	TAM_1uM_36hr	wgEncodeSydhTfbsMcf10aesStat3TamStdAlnRep2	20885074	25835	50736	41762	0.1808	0.75	1.63	2.65	0	0	0	0	
TF-ChIP-seq	NB4	CMYC	None	wgEncodeSydhTfbsNb4CmycStdAlnRep1	20358268	5	15014	18125	0.0936	0.95	1.23	1.21	0	0	0	0	
TF-ChIP-seq	NB4	CMYC	None	wgEncodeSydhTfbsNb4CmycStdAlnRep2	19398411	4	18088	18125	0.1221	0.95	1.34	1.17	0	0	0	0	
TF-ChIP-seq	NB4	MAX	None	wgEncodeSydhTfbsNb4MaxStdAlnRep1	20874561	15	20960	25885	0.1458	0.96	1.47	1.51	0	0	0	0	
TF-ChIP-seq	NB4	MAX	None	wgEncodeSydhTfbsNb4MaxStdAlnRep2	20681423	34	25174	25885	0.1758	0.96	1.59	1.44	0	0	0	0	
TF-ChIP-seq	NB4	POL2	None	wgEncodeSydhTfbsNb4Pol2StdAlnRep1	5508927	23133	14553	14821	0.3648	0.91	2.72	1.23	1	0	0	0	
TF-ChIP-seq	NB4	POL2	None	wgEncodeSydhTfbsNb4Pol2StdAlnRep2	4675948	21297	14957	14821	0.3617	0.83	2.56	1.23	1	0	0	0	
TF-ChIP-seq	NB4	POL2	None	wgEncodeSydhTfbsNb4Pol2StdAlnRep3	3573329	27793	12648	13198	0.2383	0.91	2.07	1.13	1	1	0	0	
TF-ChIP-seq	NH-A	CTCF	None	wgEncodeBroadHistoneNhaCtcfStdAlnRep1	10813788	108314	32162	40167	0.1859	0.71	1.74	3.1	0	0	0	0	
TF-ChIP-seq	NH-A	CTCF	None	wgEncodeBroadHistoneNhaCtcfStdAlnRep2	14297750	122540	59088	40167	0.2146	0.83	1.86	3.16	0	0	0	0	
TF-ChIP-seq	NHDF-Ad	CTCF	None	wgEncodeBroadHistoneNhdfadCtcfStdAlnRep1	17954584	49775	45010	38647	0.4362	0.68	6.72	2.79	0	0	0	0	
TF-ChIP-seq	NHDF-Ad	CTCF	None	wgEncodeBroadHistoneNhdfadCtcfStdAlnRep2	30874136	31322	40615	38647	0.2254	0.45	2.03	2.43	0	0	0	0	
TF-ChIP-seq	NHEK	CTCF	None	wgEncodeBroadHistoneNhekCtcfStdAlnRep1	10060747	88196	43314	39818	0.3588	0.86	3.79	3.38	0	0	0	0	
TF-ChIP-seq	NHEK	CTCF	None	wgEncodeBroadHistoneNhekCtcfStdAlnRep2	4600958	94068	41269	39818	0.4100	0.91	3.17	3.23	1	0	0	0	
TF-ChIP-seq	NHEK	CTCF	None	wgEncodeBroadHistoneNhekCtcfStdAlnRep3	2935001	111471	16105	33739	0.2017	0.87	2.19	2.95	1	0	0	0	
TF-ChIP-seq	NHEK	CTCF	None	wgEncodeUwTfbsNhekCtcfStdAlnRep1	10709932	94811	52415	34804	0.5193	0.52	7.28	1.98	0	0	0	0	
TF-ChIP-seq	NHEK	CTCF	None	wgEncodeUwTfbsNhekCtcfStdAlnRep2	10775141	70125	44313	34804	0.3367	0.58	2.80	2.78	0	0	0	0	
TF-ChIP-seq	NHEK	POL2B	None	wgEncodeBroadHistoneNhekPol2bStdAlnRep1	13439113	91752	12948	2113	0.1159	0.89	1.10	0.8	0	0	1	0	
TF-ChIP-seq	NHEK	POL2B	None	wgEncodeBroadHistoneNhekPol2bStdAlnRep2	4485629	131619	4191	2113	0.0714	0.93	1.07	0.42	1	1	1	1	
TF-ChIP-seq	NHLF	CTCF	None	wgEncodeBroadHistoneNhlfCtcfStdAlnRep1	14414033	45312	39730	29817	0.2731	0.87	2.62	3.09	0	0	0	0	
TF-ChIP-seq	NHLF	CTCF	None	wgEncodeBroadHistoneNhlfCtcfStdAlnRep2	9539261	190095	41499	29817	0.2665	0.37	2.39	2.96	0	1	0	0	
TF-ChIP-seq	NT2-D1	SUZ12	None	wgEncodeSydhTfbsNt2d1Suz12UcdAlnRep1	9643970	33360	4619	4618	0.0391	0.99	1.02	0.26	0	0	1	1	
TF-ChIP-seq	NT2-D1	SUZ12	None	wgEncodeSydhTfbsNt2d1Suz12UcdAlnRep2	5254408	189093	3016	4618	0.0533	0.98	1.04	0.34	1	0	1	1	
TF-ChIP-seq	NT2-D1	YY1	None	wgEncodeSydhTfbsNt2d1Yy1UcdAlnRep1	10447411	29887	4189	5898	0.0218	0.99	1.11	0.78	0	1	1	0	
TF-ChIP-seq	NT2-D1	YY1	None	wgEncodeSydhTfbsNt2d1Yy1UcdAlnRep2	7057591	142718	8018	5898	0.0860	0.98	1.80	1.23	1	0	0	0	
TF-ChIP-seq	NT2-D1	ZNF274	None	wgEncodeSydhTfbsNt2d1Znf274UcdAlnRep1	18096660	282	1338	814	0.0114	0.89	1.04	0.81	0	0	1	1	
TF-ChIP-seq	NT2-D1	ZNF274	None	wgEncodeSydhTfbsNt2d1Znf274UcdAlnRep2	20847273	332	932	814	0.0073	0.94	1.02	0.53	0	0	1	1	
TF-ChIP-seq	Osteobl	CTCF	None	wgEncodeBroadHistoneOsteoblCtcfStdAlnRep1	8095669	102416	38149	45931	0.3672	0.74	3.07	4.3	0	1	0	0	
TF-ChIP-seq	Osteobl	CTCF	None	wgEncodeBroadHistoneOsteoblCtcfStdAlnRep2	28156783	68781	80252	45931	0.4701	0.53	4.05	2.68	0	0	0	0	
TF-ChIP-seq	PANC-1	NRSF	None	wgEncodeHaibTfbsPanc1NrsfPcr2xAlnRep1	16627316	2249	4650	3395	0.0686	0.93	1.30	1.17	0	0	0	0	
TF-ChIP-seq	PANC-1	NRSF	None	wgEncodeHaibTfbsPanc1NrsfPcr2xAlnRep2	26495497	2049	10615	3395	0.1025	0.73	1.36	1.28	0	0	0	0	
TF-ChIP-seq	PBDE	GATA1	None	wgEncodeSydhTfbsPbdeGata1UcdAlnRep1	13461860	38986	27223	13484	0.2606	0.62	1.81	3.63	0	0	0	0	
TF-ChIP-seq	PBDE	GATA1	None	wgEncodeSydhTfbsPbdeGata1UcdAlnRep2	11483159	61988	23140	13484	0.2006	0.47	1.57	3.57	0	1	0	0	
TF-ChIP-seq	PBDE	POL2	None	wgEncodeSydhTfbsPbdePol2UcdAlnRep1	23610530	10515	11144	8542	0.2128	0.94	1.33	2.3	0	0	0	0	
TF-ChIP-seq	PBDE	POL2	None	wgEncodeSydhTfbsPbdePol2UcdAlnRep2	21436737	9638	11306	8542	0.1594	0.88	1.16	2.13	0	0	0	0	
TF-ChIP-seq	PFSK-1	NRSF	None	wgEncodeHaibTfbsPfsk1NrsfPcr2xAlnRep1	12868459	8850	6834	5322	0.1100	0.96	1.53	1.41	0	0	0	0	
TF-ChIP-seq	PFSK-1	NRSF	None	wgEncodeHaibTfbsPfsk1NrsfPcr2xAlnRep2	16945500	4129	7853	5322	0.1408	0.94	1.32	1.42	0	0	0	0	
TF-ChIP-seq	ProgFib	CTCF	None	wgEncodeOpenChromChipProgfibCtcfAlnRep1	19812564	41102	40649	36280	0.2317	0.74	3.09	2.75	0	0	0	0	
TF-ChIP-seq	ProgFib	CTCF	None	wgEncodeOpenChromChipProgfibCtcfAlnRep2	18887640	38508	45421	36280	0.2230	0.78	2.84	2.81	0	0	0	0	
TF-ChIP-seq	ProgFib	POL2	None	wgEncodeOpenChromChipProgfibPol2AlnRep1	21701780	10441	17615	11480	0.1436	0.83	1.29	1.13	0	0	0	0	
TF-ChIP-seq	ProgFib	POL2	None	wgEncodeOpenChromChipProgfibPol2AlnRep2	19692959	275940	164627	11480	0.3459	0.17	2.36	1.07	0	1	0	0	
TF-ChIP-seq	Raji	POL2	None	wgEncodeSydhTfbsRajiPol2UcdAlnRep1	5755071	32	15504	15994	0.5888	0.92	2.95	1.15	1	0	0	0	
TF-ChIP-seq	Raji	POL2	None	wgEncodeSydhTfbsRajiPol2UcdAlnRep2	10138167	214	17350	15994	0.4718	0.92	2.57	1.29	0	0	0	0	
TF-ChIP-seq	SAEC	CTCF	None	wgEncodeUwTfbsSaecCtcfStdAlnRep1	10554560	83338	42504	42658	0.5182	0.49	9.03	1.84	0	0	0	0	
TF-ChIP-seq	SAEC	CTCF	None	wgEncodeUwTfbsSaecCtcfStdAlnRep2	12275260	56164	46141	42658	0.5496	0.65	8.09	2.02	0	0	0	0	
TF-ChIP-seq	SH-SY5Y	GATA2	None	wgEncodeSydhTfbsShsy5yGata2UcdAlnRep1	33782886	19850	31888	16527	0.1524	0.87	1.44	2.69	0	0	0	0	
TF-ChIP-seq	SH-SY5Y	GATA2	None	wgEncodeSydhTfbsShsy5yGata2UcdAlnRep2	20292265	31518	25021	16527	0.1463	0.87	1.32	2.52	0	0	0	0	
TF-ChIP-seq	SK-N-SH_RA	CTCF	None	wgEncodeHaibTfbsSknshraCtcfV0416102AlnRep1	12203180	70809	44013	43405	0.2248	0.85	2.95	2.22	0	0	0	0	
TF-ChIP-seq	SK-N-SH_RA	CTCF	None	wgEncodeHaibTfbsSknshraCtcfV0416102AlnRep2	11991081	184062	47113	43405	0.3250	0.58	5.80	1.53	0	0	0	0	
TF-ChIP-seq	SK-N-SH_RA	CTCF	None	wgEncodeUwTfbsSknshraCtcfStdAlnRep1	12685481	73332	47285	45970	0.5109	0.71	8.50	1.86	0	0	0	0	
TF-ChIP-seq	SK-N-SH_RA	CTCF	None	wgEncodeUwTfbsSknshraCtcfStdAlnRep2	13946176	72677	50194	45970	0.5127	0.6	8.30	2.01	0	0	0	0	
TF-ChIP-seq	SK-N-SH_RA	P300	None	wgEncodeHaibTfbsSknshraP300V0416102AlnRep1	20564717	95149	57442	47005	0.2909	0.79	2.01	1.36	0	0	0	0	
TF-ChIP-seq	SK-N-SH_RA	P300	None	wgEncodeHaibTfbsSknshraP300V0416102AlnRep2	13571957	129069	43511	47005	0.2765	0.86	2.21	1.52	0	0	0	0	
TF-ChIP-seq	SK-N-SH_RA	RAD21	None	wgEncodeHaibTfbsSknshraRad21V0416102AlnRep1	24402847	87739	65246	57916	0.5695	0.75	6.95	2.55	0	0	0	0	
TF-ChIP-seq	SK-N-SH_RA	RAD21	None	wgEncodeHaibTfbsSknshraRad21V0416102AlnRep2	26391636	78476	57314	57916	0.4451	0.8	5.03	1.86	0	0	0	0	
