GCF_946900835.1_NSPWAT	347 Nitrospina watsonii 2023
GCF_042654105.1_ASM4265410v1	Oceanobacillus aidingensis (CGMCC 1.9106 2024)
GCF_022213125.1_ASM2221312v1	Oceanobacillus alkalisoli (APA_J-5 13-2 2022)
GCF_003369575.1_ASM336957v1	Oceanobacillus arenosus (CAU 1183 2018)
GCF_003628445.1_ASM362844v1	Oceanobacillus bengalensis (MCCC 1K00260 2018)
GCF_042678465.1_ASM4267846v1	Oceanobacillus caeni (CCUG 53534 2024)
GCF_003369565.1_ASM336956v1	Oceanobacillus chungangensis (CAU 1051 2018)
GCF_001618145.1_ASM161814v1	Oceanobacillus damuensis (PT-20 2016)
GCF_003628505.1_ASM362850v1	Oceanobacillus halophilus (DSM 23996 2018)
GCF_010993955.1_ASM1099395v1	Oceanobacillus halotolerans (YIM 98839 2020)
GCF_000011245.1_ASM1124v1	Oceanobacillus iheyensis (HTE831 2002)
GCF_014647195.1_ASM1464719v1	Oceanobacillus indicireducens (JCM 17251 2020)
GCF_000750635.1_PRJEB5524_assembly_1	Oceanobacillus jeddahense (S5 2014)
GCF_022095695.1_ASM2209569v1	Oceanobacillus jordanicus (GSFE11 2022)
GCF_044790185.1_ASM4479018v1	Oceanobacillus kapialis (ABH-508 2024)
GCF_000340475.1_ASM34047v1	Oceanobacillus kimchii (X50 2013)
GCF_900111445.1_IMG-taxon_2654587897_annotated_assembly	Oceanobacillus limi (IBRC-M 10780 2016)
GCF_042675985.1_ASM4267598v1	Oceanobacillus locisalsi (CCUG 56608 2024)
GCF_042650085.1_ASM4265008v1	Oceanobacillus longus (IBRC-M 10703 2024)
GCF_042678205.1_ASM4267820v1	Oceanobacillus luteolus (CGMCC 1.12406 2024)
GCF_000724085.1_PRJEB5523_assembly_1	Oceanobacillus manasiensis (S2 2014)
GCF_000285495.1_ASM28549v1	Oceanobacillus massiliensis str. N'diop (Ndiop 2012)
GCF_014645515.1_ASM1464551v1	Oceanobacillus neutriphilus (CGMCC 1.7693 2020)
GCF_039521805.1_ASM3952180v1	Oceanobacillus oncorhynchi subsp. oncorhynchi (JCM 12661 2024)
GCF_000612865.1_PRJEB5522_assembly_1	Oceanobacillus picturae (S1 2014)
GCF_003665065.1_ASM366506v1	Oceanobacillus piezotolerans (YLB-02 2018)
GCF_008304605.1_ASM830460v1	Oceanobacillus polygoni (SA9 2019)
GCF_003515705.1_ASM351570v1	Oceanobacillus profundus (DSM 18246 2018)
GCF_002153375.1_ASM215337v1	Oceanobacillus rekensis (PT-11 2017)
GCF_009733865.1_ASM973386v1	Oceanobacillus salinisoli (YIM B00359 2019)
GCF_023522835.1_ASM2352283v1	Oceanobacillus saliphilus (APA_H-14 2022)
GCF_900176885.1_PRJEB20397	Oceanobacillus senegalensis (Marseille-P3587 2017)
GCF_007991515.1_ASM799151v1	Oceanobacillus sojae (NBRC 105379 2019)
GCF_900166635.1_PRJEB19430	Oceanobacillus timonensis (Marseille-P3532 2017)
GCF_003352005.1_ASM335200v1	Oceanobacillus zhaokaii (160 2018)
GCF_044962685.1_ASM4496268v1	Oceanobacter antarcticus (wDCs-4 2024)
GCF_000422845.1_ASM42284v1	Oceanobacter kriegii (DSM 6294 2013)
GCF_019740315.1_ASM1974031v1	Oceanobacter mangrovi (SM2-42 2021)
GCF_002088235.1_ASM208823v1	Oceanococcus atlanticus (22II-S10r2 2017)
GCF_009833495.1_ASM983349v1	Oceanomicrobium pacificus (KN286 2020)
GCF_000422425.1_ASM42242v1	Oceanospirillum beijerinckii (DSM 7166 2013)
GCF_900182785.1_IMG-taxon_2724679804_annotated_assembly	Oceanospirillum linum (DSM 6292 2023)
GCF_000422865.1_ASM42286v1	Oceanospirillum maris (DSM 6286 2013)
GCF_900167095.1_IMG-taxon_2582581321_annotated_assembly	Oceanospirillum multiglobuliferum (ATCC 33336 2017)
GCF_002150805.1_ASM215080v1	Oceanospirillum sanctuarii (AK56 2017)
GCF_014164585.1_ASM1416458v1	Oceanospirillum sediminis (D5 2020)
GCF_003148465.1_ASM314846v1	Oceanotoga teriensis (DSM 24906 2018)
GCF_026241335.1_ASM2624133v1	Ochrobactrum chromiisoli (YY2X 2022)
GCF_002278035.1_ASM227803v1	Ochrobactrum quorumnocens (A44 2017)
GCF_003664555.1_ASM366455v1	Ochrobactrum soli (BO-7 2018)
GCF_037482325.1_ASM3748232v1	Ochrobactrum teleogrylli (AB1 2024)
GCF_002975205.1_ASM297520v1	Ochrobactrum vermis (MYb71 2018)
GCF_000220525.1_ASM22052v2	Ochrovirga pacifica (S85 2011)
GCF_021532625.1_ASM2153262v1	Octadecabacter algicola (D2-3 2022)
GCF_000155675.2_ASM15567v2	Octadecabacter antarcticus (307 2013)
GCF_000155735.2_ASM15573v2	Octadecabacter arcticus (238 2013)
GCF_900185015.1_O.ascidiaceicola_CECT8868_Spades_Prokka	Octadecabacter ascidiaceicola (CECT 8868 2017)
GCF_021532615.1_ASM2153261v1	Octadecabacter dasysiphoniae (G9-8 2022)
GCF_001187845.1_ASM118784v1	Octadecabacter temperatus (SB1 2015)
GCF_000243215.1_Odor_lane_YIT_12061_V1	Odoribacter laneus (YIT 12061 2012)
GCF_943193135.1_Odoribacter_sp_nov_DSM112344	Odoribacter lunatus (DSM 112344 2022)
GCF_900187175.1_51342_A02	Odoribacter splanchnicus (NCTC10825 2017)
GCF_006542375.1_ASM654237v1	Oecophyllibacter saccharovorans (Ha5 2019)
GCF_000241055.1_ASM24105v1	Oenococcus kitaharae (DSM 17330 2012)
GCF_020510245.1_ASM2051024v1	Oenococcus oeni (AWRIB429 2021)
GCF_004102045.2_ASM410204v2	Oenococcus sicerae (UCMA15228 2020)
GCF_015142735.1_ASM1514273v1	Oerskovia douganii (Sa1BUA8 2020)
GCF_044748475.1_ASM4474847v1	Oerskovia enterophila (NPDC089997 2024)
GCF_026163685.1_ASM2616368v1	Oerskovia flava (JB1-3-2 2022)
GCF_014836745.1_ASM1483674v1	Oerskovia gallyi (Sa2CUA8 2020)
GCF_016907235.1_ASM1690723v1	Oerskovia jenensis (DSM 46000 2021)
GCF_014836755.1_ASM1483675v1	Oerskovia merdavium (Sa2CUA9 2020)
GCF_016907365.1_ASM1690736v1	Oerskovia paurometabola (DSM 14281 2021)
GCF_014836555.1_ASM1483655v1	Oerskovia rustica (Sa4CUA1 2020)
GCF_004121315.1_ASM412131v1	Oerskovia turbata (JCM3160 2019)
GCF_004362745.1_ASM436274v1	Oharaeibacter diazotrophicus (DSM 102969 2019)
GCF_024160185.1_ASM2416018v1	Ohessyouella blattaphilus (PAL227 2022)
GCF_900167975.1_IMG-taxon_2595698225_annotated_assembly	Ohtaekwangia koreensis (DSM 25262 2017)
GCF_042676245.1_ASM4267624v1	Ohtaekwangia kribbensis (CCUG 58938 2024)
GCF_030813365.1_ASM3081336v1	Oikeobacillus pervagus (DSM 23947 2023)
GCF_003838225.1_ASM383822v1	Okeania hirsuta (PAP21Jun06-1 2018)
GCF_038050375.1_ASM3805037v1	Okeanomitos corallinicola (TIOX110 2024)
GCF_900167575.1_IMG-taxon_2708742390_annotated_assembly	Okibacterium fritillariae (VKM Ac-2059 2017)
GCF_900078545.1_PRJEB13207	Olegusella massiliensis (KHD7 2016)
GCF_012395255.1_ASM1239525v1	Oleiagrimonas citrea (MEBiC09124 2020)
GCF_014201555.1_ASM1420155v1	Oleiagrimonas soli (DSM 107085 2020)
GCF_000012665.1_ASM1266v1	Oleidesulfovibrio alaskensis (G20 2005)
GCF_004118375.1_ASM411837v1	Oleiharenicola lentus (TWA-58 2019)
GCF_002162375.1_ASM216237v1	Oleiphilus messinensis (ME102 2017)
GCF_003336875.1_ASM333687v1	Oleisolibacter albus (NAU-10 2018)
GCF_027864655.1_ASM2786465v1	Oleispirillum naphthae (Y-M2 2023)
GCF_003590945.1_ASM359094v1	Oleomonas cavernae (K1W22B-8 2018)
GCF_016028735.1_ASM1602873v1	Oligella ureolytica (FDAARGOS_872 2020)
GCF_900454345.1_51726_A01	Oligella urethralis (NCTC12964 2018)
GCF_001748245.1_ASM174824v1	Oligoflexus tunisiensis (Shr3 2016)
GCF_030814695.1_ASM3081469v1	Oligosphaera ethanolica (DSM 24202 2023)
GCF_009696065.1_ASM969606v1	Oliverpabstia intestinalis (BSM-380-WT-5A 2019)
GCF_900109575.1_IMG-taxon_2599185177_annotated_assembly	Olivibacter domesticus (DSM 18733 2016)
GCF_039542865.1_ASM3954286v1	Olivibacter ginsenosidimutans (JCM 18200 2024)
GCF_900607235.1_PRJEB29385	Olivibacter jilunii (P8502 2018)
GCF_042432805.1_ASM4243280v1	Olivibacter oleidegradans (CCM 7765 2024)
GCF_000427965.1_ASM42796v1	Olivibacter sitiensis (DSM 17696 2013)
GCF_003259525.1_ASM325952v1	Olleya aquimaris (DSM 24464 2018)
GCF_000518485.1_ASM51848v1	Olleya marilimosa (CAM030 2014)
GCF_900114005.1_IMG-taxon_2693429874_annotated_assembly	Olleya namhaensis (DSM 28881 2016)
GCF_016785945.1_ASM1678594v1	Olleya sediminilitoris (YSTF-M6 2021)
GCF_004801285.1_ASM480128v1	Ollibium composti (CC-YTH430 2019)
GCF_036408855.1_ASM3640885v1	Olsenella absiana (YH-ols2223 2024)
GCF_023276655.1_ASM2327665v1	Olsenella intestinalis (KCTC 25379 2022)
GCF_036408795.1_ASM3640879v1	Olsenella kribbiana (YH-ols2221 2024)
GCF_001457795.1_Olsenella_massiliensis	Olsenella massiliensis (SIT9 2015)
GCF_048189965.1_ASM4818996v1	Olsenella phocaeensis (MAG2458 2025)
GCF_009695875.1_ASM969587v1	Olsenella porci (CA-Schmier-601-WT-1 2019)
GCF_030811115.1_ASM3081111v1	Olsenella profusa (DSM 13989 2023)
GCF_900119915.1_PRJEB16351	Olsenella timonensis (Marseille-P2300 2016)
GCF_000143845.1_ASM14384v1	Olsenella uli (DSM 7084 2010)
GCF_900155635.1_Olsenella_urinainfantis	Olsenella urininfantis (Marseille-P3197T 2017)
GCF_004798965.1_ASM479896v1	Onishia niordana (ATF 5.4 2019)
GCF_900100755.1_IMG-taxon_2636416175_annotated_assembly	Onishia taeanensis (BH539 2016)
GCF_048282545.1_ASM4828254v1	Opacimonas immobilis (LMIT016 2025)
GCF_024199005.1_ASM2419900v1	Opacimonas viscosa (LMIT007 2022)
GCF_000019965.1_ASM1996v1	Opitutus terrae (PB90-1 2008)
GCF_003634275.1_ASM363427v1	Orbus hercynius (DSM 22228 2018)
GCF_036251205.1_ASM3625120v1	Orbus mooreae (BiB 2024)
GCF_039542345.1_ASM3954234v1	Orbus sasakiae (JCM 18050 2024)
GCF_036251875.1_ASM3625187v1	Orbus sturtevantii (lpD02 2024)
GCF_036251935.1_ASM3625193v1	Orbus wheelerorum (lpD04 2024)
GCF_000379025.1_ASM37902v1	Orenia marismortui (DSM 5156 2013)
GCF_001693735.1_ASM169373v1	Orenia metallireducens (Z6 2016)
GCF_000238075.1_Oribacterium_sp_ACB7_V1	Oribacterium asaccharolyticum (ACB7 2011)
GCF_000238055.2_Oribacterium_sp_ACB1_V2	Oribacterium parvum (ACB1 2013)
GCF_014202695.1_ASM1420269v1	Oribacterium sinus (DSM 17245 2020)
GCF_019966575.1_O_cellulosilytica_JCM19534	Oricola cellulosilytica (JCM 19534 2021)
GCF_019966595.1_ASM1996659v1	Oricola indica (JL-62 2021)
GCF_014904745.1_ASM1490474v1	Oricola nitratireducens (NBU1457 2020)
GCF_013358405.1_ASM1335840v1	Oricola thermophila (MEBiC13590 2020)
GCF_000964595.1_ASM96459v1	Orientia chuto str. (Dubai 2015)
GCF_900327255.1_UT76	Orientia tsutsugamushi (2018)
GCF_001306115.1_ASM130611v1	Ornatilinea apprima (P3M-1 2015)
GCF_018333235.1_ASM1833323v1	Ornithinibacillus bavariensis (J43TS3 2021)
GCF_001038485.1_ASM103848v1	Ornithinibacillus californiensis (DSM 16628 2015)
GCF_009728145.1_ASM972814v1	Ornithinibacillus caprae (L9 2019)
GCF_001038425.2_ASM103842v2	Ornithinibacillus contaminans (DSM 22953 2015)
GCF_003730295.1_ASM373029v1	Ornithinibacillus gellani (LJ137 2018)
GCF_900129485.1_IMG-taxon_2654588106_annotated_assembly	Ornithinibacillus halophilus (IBRC-M 10683 2016)
GCF_014637405.1_ASM1463740v1	Ornithinibacillus halotolerans (CGMCC 1.12408 2020)
GCF_014287465.1_ASM1428746v1	Ornithinibacillus hominis (BX22 2020)
GCF_018310345.1_ASM1831034v1	Ornithinibacillus massiliensis (Marseille-P3601 2021)
GCF_042684965.1_ASM4268496v1	Ornithinibacillus salinisoli (KCTC 33862 2024)
GCF_000190475.1_ASM19047v1	Ornithinibacillus scapharcae (TW25 2011)
GCF_039614845.1_16A2E	Ornithinibacillus xuwenensis (2024)
GCF_009858245.1_ASM985824v1	Ornithinibacter aureus (DSM 23364 2020)
GCF_009602535.1_ASM960253v1	Ornithinicoccus halotolerans (EGI 80423 2019)
GCF_006716185.1_ASM671618v1	Ornithinicoccus hortensis (DSM 12335 2019)
GCF_003351765.1_ASM335176v1	Ornithinimicrobium avium (AMA3305 2018)
GCF_003121625.1_ASM312162v1	Ornithinimicrobium cavernae (KCTC 49018 2018)
GCF_900221015.1_IMG-taxon_2671180024_annotated_assembly	Ornithinimicrobium cerasi (USBA17B2 2017)
GCF_007197575.1_ASM719757v1	Ornithinimicrobium ciconiae (H23M54 2019)
GCF_023923205.1_ASM2392320v1	Ornithinimicrobium cryptoxanthini (JY.X270 2022)
GCF_023923225.1_ASM2392322v1	Ornithinimicrobium faecis (HY1793 2022)
GCF_004526345.1_ASM452634v1	Ornithinimicrobium flavum (CPCC 203535 2019)
GCF_006716885.1_ASM671688v1	Ornithinimicrobium humiphilum (DSM 12362 2019)
GCF_006519705.1_ASM651970v1	Ornithinimicrobium kibberense (DSM 17687 2019)
GCF_003352835.1_ASM335283v1	Ornithinimicrobium murale (DSM 22056 2018)
GCF_000421185.1_ASM42118v1	Ornithinimicrobium pekingense (DSM 21552 2013)
GCF_008843165.1_ASM884316v1	Ornithinimicrobium pratense (W204 2019)
GCF_021272345.1_ASM2127234v1	Ornithinimicrobium sediminis (EGI L100131 2021)
GCF_004322775.1_ASM432277v1	Ornithinimicrobium sufpigmenti (HY006 2019)
GCF_014636495.1_ASM1463649v1	Ornithinimicrobium tianjinense (CGMCC 1.12160 2020)
GCF_000265465.1_ASM26546v1	Ornithobacterium rhinotracheale (DSM 15997 2012)
GCF_022811525.1_ASM2281152v1	Orrella daihaiensis (f23 2022)
GCF_900089455.2_OrrDiv2	Orrella dioscoreae (Orrdi1 2017)
GCF_003058465.1_ASM305846v1	Orrella marina (HZ20 2018)
GCF_021864535.1_ASM2186453v1	Oryzibacter oryziterrae (COJ-58 2022)
GCF_014534685.1_ASM1453468v1	Oryzicola mucosus (ROOL2 2020)
GCF_037199735.1_ASM3719973v1	Oryzifoliimicrobium ureilyticus (SG148 2024)
GCF_006716205.1_ASM671620v1	Oryzihumus leptocrescens (DSM 18082 2019)
GCF_900103645.1_IMG-taxon_2671180222_annotated_assembly	Oryzisolibacter propanilivorax (EPL6 2016)
GCF_046764005.1_ASM4676400v1	Oryzobacter faecalis (R7 2025)
GCF_043099285.1_ASM4309928v1	Oryzobacter telluris (24SJ04S-52 2024)
GCF_042756445.1_ASM4275644v1	Oryzobacter terrae (NBRC 109598 2024)
GCF_008274805.1_ASM827480v1	Oryzomicrobium terrae (TPP412 2019)
GCF_008802365.1_ASM880236v1	Oryzomonas japonica (Red96 2019)
GCF_008369015.1_ASM836901v1	Oryzomonas rubra (Red88 2019)
GCF_008802355.1_ASM880235v1	Oryzomonas sagensis (Red100 2019)
GCF_000317105.1_ASM31710v1	Oscillatoria acuminata (PCC 6304 2012)
GCF_000317475.1_ASM31747v1	Oscillatoria nigro-viridis (PCC 7112 2012)
GCF_020144665.1_ASM2014466v1	Oscillatoria salina (IIICB1 2021)
GCF_025567605.1_ASM2556760v1	Oscillibacter acetigenes (H4_59 2022)
GCF_014334055.1_ASM1433405v1	Oscillibacter hominis (NSJ-62 2020)
GCF_000307265.1_ASM30726v1	Oscillibacter ruminantium (GH1 2012)
GCF_021531915.1_ASM2153191v1	Oscillibacter valericigenes (An860 2022)
GCF_009362845.1_ASM936284v1	Ostreibacterium oceani (ML27 2019)
GCF_032670585.1_ASM3267058v1	Ostreiculturibacter nitratireducens (FR2A1 2023)
GCF_009684715.1_ASM968471v1	Otariodibacter oris (Baika1 2019)
GCF_943193115.1_Lachnospiraceae_gen_nov1_DSM111138	Otoolea muris (DSM 111138 2022)
GCF_042680925.1_ASM4268092v1	Ottowia beijingensis (CGMCC 1.12324 2024)
GCF_050821495.1_O_caeni	Ottowia caeni (KCTC 82183 2025)
GCF_029813755.1_ASM2981375v1	Ottowia cancrivicina (10c7w1 2023)
GCF_042680565.1_ASM4268056v1	Ottowia flava (CGMCC 1.13650 2024)
GCF_900240305.1_PRJEB23089	Ottowia massiliensis (Marseille-P4747 2018)
GCF_003008535.1_ASM300853v1	Ottowia oryzae (KADR8-3 2018)
GCF_042682405.1_ASM4268240v1	Ottowia pentelensis (NCAIM B.02336 2024)
GCF_017498525.1_ASM1749852v1	Ottowia testudinis (27C 2021)
GCF_000422885.1_ASM42288v1	Ottowia thiooxydans (DSM 14619 2013)
GCF_045865535.1_ASM4586553v1	Owariibacterium komagatae (13GAM1G 2024)
GCF_000236705.1_ASM23670v1	Owenweeksia hongkongensis (DSM 17368 2011)
GCF_014635705.1_ASM1463570v1	Oxalicibacterium faecigallinarum (CCM 2767 2020)
GCF_014635065.1_ASM1463506v1	Oxalicibacterium flavum (CCM 7086 2020)
GCF_014635845.1_ASM1463584v1	Oxalicibacterium solurbis (CCM 7664 2020)
GCF_027158565.1_ASM2715856v1	Oxalobacter aliiformigenes (BA1 2022)
GCF_002127965.1_ASM212796v1	Oxalobacter formigenes (HC-1 2017)
GCF_027158465.1_ASM2715846v1	Oxalobacter paeniformigenes (OxGP1 2022)
GCF_000158475.2_Oxal_for_HOxBLS_2_V2	Oxalobacter paraformigenes (HOxBLS 2013)
GCF_027118995.1_ASM2711899v1	Oxalobacter vibrioformis (WoOx3 2022)
GCF_001317355.1_ASM131735v1	Oxobacter pfennigii (DSM 3222 2015)
GCF_012295525.1_ASM1229552v1	Oxynema aestuarii (AP17 2020)
GCF_900172305.1_P.marinus_CECT7971_Spades_Prokka	Pacificibacter marinus (CECT 7971 2017)
GCF_003814915.1_ASM381491v1	Pacificibacter maritimus (DSM 104731 2018)
GCF_020092905.1_ASM2009290v1	Pacificimonas aurantium (DSM 107782 2021)
GCF_000342165.1_Alphaproteobacteria-version1	Pacificimonas flava (JLT2015 2013)
GCF_019204005.1_ASM1920400v1	Pacificimonas pallii (WHA3 2021)
GCF_012926505.1_ASM1292650v1	Pacificispira spongiicola (KN72 2020)
GCF_002504165.1_ASM250416v1	Pacificitalea manganoxidans (DY25 2017)
GCF_004804335.1_ASM480433v1	Pacificoceanicola onchidii (XY-301 2019)
GCF_900116825.1_IMG-taxon_2634166357_annotated_assembly	Paenacidovorax caeni (R-24608 2016)
GCF_014489595.1_ASM1448959v1	Paenacidovorax monticola (KACC 19171 2020)
GCF_016055185.1_ASM1605518v1	Paenactinomyces guangxiensis (CICC 11033=CGMCC 4.7156 2020)
GCF_027557445.1_ASM2755744v1	Paenalcaligenes faecalis (YLCF04 2023)
GCF_039543645.1_ASM3954364v1	Paenalcaligenes hermetiae (JCM 18423 2024)
GCF_014635265.1_ASM1463526v1	Paenalcaligenes hominis (CCM 7698 2020)
GCF_022230885.1_ASM2223088v1	Paenalcaligenes niemegkensis (NGK35 2022)
GCF_011290505.1_ASM1129050v1	Paenalcaligenes suwonensis (191B 2020)
GCF_006965545.2_ASM696554v2	Paenalkalicoccus suaedae (M4U3P1 2020)
GCF_019038615.1_ASM1903861v1	Paenarthrobacter aromaticivorans (MMS21-TAE1-1 2021)
GCF_041549525.1_P_aurescens_B2879	Paenarthrobacter aurescens (NRRL B-2879 2024)
GCF_014647595.1_ASM1464759v1	Paenarthrobacter histidinolovorans (JCM 2520 2020)
GCF_016907545.1_ASM1690754v1	Paenarthrobacter ilicis (DSM 20138 2021)
GCF_021919345.1_ASM2191934v1	Paenarthrobacter nicotinovorans (ATCC 49919 2022)
GCF_001375615.1_Draft_genome_sequence_of_an_Arthrobacter_sp.	Paenarthrobacter nitroguajacolicus (HG 2015)
GCF_017357445.1_ASM1735744v1	Paenarthrobacter ureafaciens (DnL1-1 2021)
GCF_014640295.1_ASM1464029v1	Paenibacillus abyssi (CGMCC 1.12987 2020)
GCF_017874035.1_ASM1787403v1	Paenibacillus aceris (DSM 24950 2021)
GCF_003614185.1_ASM361418v1	Paenibacillus aceti (L14 2018)
GCF_027789125.1_ASM2778912v1	Paenibacillus aestuarii (CJ25 2023)
GCF_018604145.1_ASM1860414v1	Paenibacillus agaridevorans (HCL2020 2021)
GCF_007786455.1_ASM778645v1	Paenibacillus agilis (N4 2019)
GCF_013359945.1_ASM1335994v1	Paenibacillus agri (JW14 2020)
GCF_011440305.1_ASM1144030v1	Paenibacillus agricola (S3N08 2020)
GCF_013204855.1_ASM1320485v1	Paenibacillus alba (LMG 31323 2020)
GCF_012676905.1_ASM1267690v1	Paenibacillus albicereus (UniB2 2020)
GCF_014644435.1_ASM1464443v1	Paenibacillus albidus (CGMCC 1.16134 2020)
GCF_004344915.1_ASM434491v1	Paenibacillus albiflavus (18JY21-1 2019)
GCF_018333255.1_ASM1833325v1	Paenibacillus albilobatus (J2TS6 2021)
GCF_003952225.1_ASM395222v1	Paenibacillus albus (18JY67-1 2018)
GCF_005577435.1_ASM557743v1	Paenibacillus algicola (HB172198 2019)
GCF_004000725.1_ASM400072v1	Paenibacillus alginolyticus DSM 5050 (NBRC 15375 2018)
GCF_900112925.1_IMG-taxon_2617270911_annotated_assembly	Paenibacillus algorifonticola (CGMCC 1.10223 2016)
GCF_021532375.1_ASM2153237v1	Paenibacillus alkaliterrae (DSM 17040 2022)
GCF_016482785.1_ASM1648278v1	Paenibacillus alkalitolerans (YIM B00362 = KCTC 43272 2021)
GCF_927798215.1_CIP111891	Paenibacillus allorhizoplanae (CIP 111891 2022)
GCF_910594985.1_JJ-447	Paenibacillus allorhizosphaerae (CIP 111802 2021)
GCF_025547055.2_ASM2554705v2	Paenibacillus alvei (32 2024)
GCF_036894225.1_ASM3689422v1	Paenibacillus amylolyticus (Y5S-7 2024)
GCF_003994475.1_ASM399447v1	Paenibacillus anaericanus (DSM 15890 2019)
GCF_025369935.1_ASM2536993v1	Paenibacillus andongensis (SS4 2022)
GCF_009757995.1_ASM975799v1	Paenibacillus anseongense (MAH-34 2019)
GCF_008369725.1_ASM836972v1	Paenibacillus antarcticus (KACC 11469 2019)
GCF_000455265.1_Pa_GD11	Paenibacillus antibioticophila (GD11 2013)
GCF_005765165.1_ASM576516v1	Paenibacillus antri (SYSU K30003 2019)
GCF_017052585.1_ASM1705258v1	Paenibacillus apiarius (MW-14 2021)
GCF_011043685.1_ASM1104368v1	Paenibacillus apii (7124 2020)
GCF_900177815.1_IMG-taxon_2708742535_annotated_assembly	Paenibacillus aquistagni (11 2017)
GCF_014705655.1_ASM1470565v1	Paenibacillus arenilitoris (IB182493 2020)
GCF_014841135.1_ASM1484113v1	Paenibacillus arenosi (CAU 1523 2020)
GCF_017652985.1_ASM1765298v1	Paenibacillus artemisiicola (MWE-103 2021)
GCF_000422445.1_ASM42244v1	Paenibacillus assamensis (DSM 18201 2013)
GCF_004514475.2_ASM451447v2	Paenibacillus athensensis (MEC069 2021)
GCF_927798115.1_CIP111892	Paenibacillus auburnensis (2022)
GCF_042431225.1_ASM4243122v1	Paenibacillus aurantiacus (TISTR 2452 2024)
GCF_032268605.1_ASM3226860v1	Paenibacillus aurantius (MBLB1776 2023)
GCF_021654775.1_ASM2165477v1	Paenibacillus azoreducens (J34TS1 2021)
GCF_003945345.1_ASM394534v1	Paenibacillus baekrokdamisoli (KCTC 33723 2018)
GCF_025567575.1_ASM2556757v1	Paenibacillus baimaensis (WQ 127069 2022)
GCF_013347305.1_ASM1334730v1	Paenibacillus barcinonensis (KACC11450 2020)
GCF_000403375.2_Paen_bare_G22_V1	Paenibacillus barengoltzii (G22 2013)
GCF_000961095.1_ASM96109v1	Paenibacillus beijingensis (DSM 24997 2015)
GCF_000758665.1_ASM75866v1	Paenibacillus borealis (DSM 13188 2014)
GCF_900155685.1_Paenibacillus_bouchesdurhonensis	Paenibacillus bouchesdurhonensis (Marseille-P3071T 2017)
GCF_001421015.2_ASM142101v2	Paenibacillus bovis (BD3526 2017)
GCF_009363115.1_ASM936311v1	Paenibacillus brasilensis (KACC 13842 2019)
GCF_018919145.1_ASM1891914v1	Paenibacillus brevis (MSJ-6 2021)
GCF_023715345.1_ASM2371534v1	Paenibacillus camelliae (TA 29 2022)
GCF_000723885.1_camerounensis	Paenibacillus camerounensis (G4 2014)
GCF_034659835.1_ASM3465983v1	Paenibacillus campi (SGZ-1009 2023)
GCF_002272015.1_assembly-7537-G1_v1	Paenibacillus campinasensis (7537-G1 2017)
GCF_027533645.1_ASM2753364v1	Paenibacillus caseinilyticus (GW78 2023)
GCF_002884445.1_ASM288444v1	Paenibacillus castaneae (DSM 19417 2018)
GCF_900112695.1_IMG-taxon_2675903006_annotated_assembly	Paenibacillus catalpae (CGMCC 1.10784 2016)
GCF_019904135.1_ASM1990413v1	Paenibacillus caui (81-11 2021)
GCF_013347265.1_ASM1334726v1	Paenibacillus cellulosilyticus (KACC 14175 2020)
GCF_009363095.1_ASM936309v1	Paenibacillus cellulositrophicus (KACC 16577 2019)
GCF_042432825.1_ASM4243282v1	Paenibacillus chartarius (CCM 7759 2024)
GCF_004001045.1_ASM400104v1	Paenibacillus chibensis (NBRC 15958 2018)
GCF_004117095.1_ASM411709v1	Paenibacillus chitinolyticus (KCCM 41400 2019)
GCF_004000765.1_ASM400076v1	Paenibacillus chondroitinus (NBRC 15376 2018)
GCF_042675905.1_ASM4267590v1	Paenibacillus chungangensis (CCUG 59129 2024)
GCF_018333335.1_ASM1833333v1	Paenibacillus cineris (J21TS7 2021)
GCF_018403665.1_ASM1840366v1	Paenibacillus cisolokensis (LC2-13A 2021)
GCF_003285015.1_ASM328501v1	Paenibacillus contaminans (CKOBP-6 2018)
GCF_018333375.1_ASM1833337v1	Paenibacillus cookii (J21TS3 2021)
GCF_001857945.1_ASM185794v1	Paenibacillus crassostreae (LPB0068 2016)
GCF_007786445.1_ASM778644v1	Paenibacillus cremeus (JC52 2019)
GCF_000179615.1_ASM17961v1	Paenibacillus curdlanolyticus (YK9 2010)
GCF_004764705.1_ASM476470v1	Paenibacillus cymbidii (R196 2019)
GCF_000378385.1_ASM37838v1	Paenibacillus daejeonensis (DSM 15491 2013)
GCF_001373415.1_Paenibacillus_dakarensis_FF9	Paenibacillus dakarensis (FF9 2015)
GCF_000598065.1_Brdraft1	Paenibacillus darwinianus (Br 2014)
GCF_000971985.1_ASM97198v1	Paenibacillus dauci (H9 2015)
GCF_021654795.1_ASM2165479v1	Paenibacillus dendritiformis (J27TS7 2021)
